student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1482,21,Other,Postgraduate,5.14,4.36,1.21,4.42,1.08,5.33,4.2,32,174,No,No,Excellent,25.53,9.84,10.04,10.62,7.27
1483,20,Male,Undergraduate,5.06,1.61,4.83,5.99,2.87,7.56,7.91,84,315,Yes,No,Average,51.42,34.75,98.21,88.35,14.01
1484,25,Male,Postgraduate,2.23,1.03,4.28,1.51,4.98,4.3,8.32,45,144,No,No,Excellent,68.84,26.56,36.8,7.16,97.18
1485,25,Female,High School,1.87,2.54,0.24,0.57,1.76,7.67,4.32,92,288,No,No,Excellent,58.59,93.05,29.26,73.98,2.35
1486,22,Other,High School,7.64,3.59,0.46,3.58,2.22,8.76,2.38,119,187,Yes,No,Average,68.82,35.25,37.62,51.2,80.16
1487,22,Female,Undergraduate,0.54,2.66,4.68,3.13,4.93,6.94,9.79,29,206,Yes,No,Excellent,70.1,83.3,76.55,4.6,22.64
1488,25,Male,Undergraduate,2.04,5.35,4.67,5.29,3.87,7.19,7.75,50,102,No,Yes,Excellent,81.06,1.35,92.42,71.75,50.15
1489,24,Male,Postgraduate,7.12,4.77,2.17,3.71,1.93,7.97,9.29,59,69,Yes,Yes,Poor,12.89,61.14,8.12,1.31,26.57
1490,22,Male,Postgraduate,3.53,0.51,4.58,1.66,3.0,5.52,8.8,78,183,No,No,Poor,2.65,24.91,65.94,71.12,79.3
1491,20,Male,High School,5.76,2.71,3.36,0.02,1.61,5.88,7.82,15,193,No,No,Excellent,48.85,20.98,50.68,10.93,19.61
1492,17,Male,Postgraduate,3.06,0.65,2.03,3.71,0.5,8.57,8.52,9,384,No,Yes,Average,32.31,21.75,72.5,2.06,7.4
1493,25,Other,High School,3.6,2.04,1.13,0.9,0.09,6.86,7.97,105,381,Yes,No,Average,54.42,73.58,6.56,91.11,41.45
1494,22,Female,Undergraduate,6.0,2.68,4.22,5.23,1.02,4.69,7.49,98,337,No,No,Poor,50.83,80.27,18.62,74.49,7.42
1495,17,Male,High School,5.3,5.97,0.37,5.08,1.44,7.68,4.77,59,96,No,Yes,Excellent,38.82,83.79,0.1,35.12,10.75
1496,20,Male,High School,2.9,2.16,4.18,1.07,3.94,5.72,2.31,118,6,Yes,No,Excellent,58.52,67.95,31.24,63.41,99.92
1497,20,Other,High School,5.55,2.59,3.45,4.05,0.26,4.92,4.49,108,141,No,Yes,Poor,37.19,35.39,49.69,30.1,86.05
1498,20,Other,Postgraduate,2.35,4.32,3.78,1.91,1.15,8.2,7.53,48,164,Yes,No,Good,96.68,2.71,16.98,14.07,67.96
1499,23,Other,High School,4.34,5.21,3.89,2.6,2.22,5.99,8.61,55,69,Yes,Yes,Poor,95.8,41.43,15.71,15.24,35.69
1500,18,Male,Undergraduate,6.25,5.12,1.23,0.06,1.96,8.48,2.7,44,17,Yes,Yes,Poor,14.69,22.36,57.15,68.54,5.36
1501,20,Male,High School,7.16,1.45,3.54,2.46,0.23,7.85,2.72,89,196,Yes,Yes,Poor,3.82,40.96,65.82,94.31,82.61
1502,17,Male,Postgraduate,1.21,4.05,4.38,3.82,0.37,6.02,9.72,86,165,Yes,Yes,Poor,96.71,78.96,70.98,41.92,61.36
1503,24,Female,Postgraduate,4.97,5.82,1.34,1.88,2.27,8.56,8.32,95,15,No,No,Excellent,29.85,49.93,29.81,19.42,36.18
1504,23,Other,Undergraduate,5.45,5.46,3.55,3.22,2.08,4.51,3.86,2,5,No,Yes,Poor,26.61,32.76,45.09,6.08,48.0
1505,21,Other,High School,7.78,4.46,1.83,0.75,3.35,8.56,8.26,89,173,No,Yes,Poor,12.89,34.45,89.26,72.28,96.44
1506,18,Other,Undergraduate,7.77,2.2,3.34,4.0,3.43,4.6,6.82,47,155,No,Yes,Average,83.66,23.76,36.92,22.86,89.28
1507,24,Female,High School,6.11,0.51,4.3,3.01,0.58,7.57,6.75,94,29,Yes,Yes,Poor,64.05,60.86,76.55,68.06,15.54
1508,25,Other,Postgraduate,1.26,5.08,4.01,3.04,4.48,5.7,4.7,39,344,Yes,No,Excellent,71.01,25.43,4.5,64.36,85.79
1509,24,Other,High School,5.72,4.46,0.54,5.03,1.7,7.57,4.24,77,375,Yes,Yes,Excellent,95.88,2.66,99.91,45.65,52.09
1510,19,Male,Postgraduate,5.58,2.17,4.96,3.07,1.54,8.05,3.41,36,369,Yes,No,Good,65.78,56.89,1.17,78.97,45.43
1511,21,Female,Undergraduate,5.55,2.01,2.65,3.44,4.23,4.74,6.59,45,286,No,Yes,Excellent,32.0,89.73,61.87,6.54,8.77
1512,24,Male,Undergraduate,7.71,0.97,0.17,4.23,2.89,5.13,2.78,66,92,No,Yes,Excellent,15.03,42.99,72.33,39.53,28.17
1513,19,Other,High School,5.46,0.56,2.39,1.4,0.99,4.22,6.16,35,203,No,No,Good,31.12,7.44,4.01,70.92,21.62
1514,25,Male,Undergraduate,1.44,5.09,4.33,2.71,4.02,7.39,4.17,17,240,No,Yes,Average,67.94,95.98,94.72,78.09,71.59
1515,17,Male,Undergraduate,5.78,3.24,4.41,0.64,3.97,4.53,8.08,92,291,Yes,Yes,Poor,74.75,30.34,74.8,30.44,6.35
1516,20,Male,High School,1.07,5.93,1.02,0.22,3.86,8.41,2.79,66,336,No,Yes,Average,73.02,98.64,32.1,66.49,87.59
1517,25,Female,High School,5.89,4.11,0.92,1.32,3.73,7.59,8.69,114,208,No,Yes,Average,1.83,94.29,90.2,86.39,54.68
1518,21,Other,Postgraduate,3.49,1.07,4.17,2.58,2.67,8.6,2.42,116,252,Yes,No,Good,66.46,1.4,37.29,18.09,10.62
1519,19,Male,Postgraduate,1.9,4.62,0.55,2.49,2.45,5.81,6.69,82,169,Yes,No,Poor,41.52,17.2,52.14,0.39,74.52
1520,21,Male,Postgraduate,3.84,3.1,0.38,1.74,0.55,6.27,7.2,25,30,Yes,Yes,Poor,88.03,66.06,7.92,10.62,66.9
1521,22,Other,Undergraduate,3.6,3.04,0.64,1.21,4.21,7.85,7.57,48,30,Yes,No,Excellent,23.07,37.0,77.51,53.41,30.3
1522,20,Other,Postgraduate,4.03,3.4,2.63,5.37,3.42,6.46,5.34,5,358,No,No,Good,15.84,17.5,59.25,59.5,85.57
1523,20,Female,High School,6.64,2.98,3.75,3.86,0.94,6.17,2.87,85,286,No,Yes,Average,59.8,45.33,40.73,98.99,55.12
1524,18,Other,High School,4.08,3.11,0.5,4.59,4.27,8.61,5.33,25,220,Yes,Yes,Average,48.89,28.98,30.03,3.64,65.15
1525,25,Other,Postgraduate,6.46,4.5,4.75,2.1,1.28,6.72,7.08,59,215,No,Yes,Average,78.3,64.34,49.99,71.78,8.62
1526,19,Other,Undergraduate,6.3,2.23,0.09,3.54,1.51,7.65,7.8,54,220,No,Yes,Average,39.6,9.98,25.05,26.64,17.13
1527,20,Other,Postgraduate,5.91,1.67,0.97,3.87,0.15,7.82,2.56,79,114,Yes,No,Poor,96.99,95.46,7.39,53.42,77.13
1528,24,Other,Postgraduate,7.04,5.85,4.98,0.11,1.76,5.44,8.51,46,127,Yes,No,Poor,96.99,73.58,21.33,14.92,58.7
1529,21,Other,Undergraduate,4.53,4.69,4.08,2.56,1.31,5.5,4.31,51,70,Yes,Yes,Poor,61.68,80.71,95.63,59.15,79.72
1530,22,Female,Postgraduate,3.73,2.21,4.86,5.4,0.14,5.24,3.3,0,125,Yes,Yes,Excellent,71.15,64.37,37.45,83.51,72.33
1531,21,Other,Undergraduate,6.71,1.42,1.06,3.41,2.43,5.0,3.21,83,386,Yes,No,Good,2.4,70.34,37.19,18.09,48.69
1532,18,Male,Postgraduate,2.44,3.37,4.66,0.82,2.24,6.73,4.82,38,264,No,No,Average,28.53,0.81,51.94,23.6,47.0
1533,22,Male,Undergraduate,5.67,4.58,4.83,4.45,3.09,8.98,2.67,79,59,Yes,No,Poor,87.81,7.76,80.66,24.64,34.51
1534,20,Male,Undergraduate,0.72,1.64,0.69,4.43,2.26,5.44,8.94,44,340,Yes,No,Excellent,28.26,24.09,33.62,42.51,13.83
1535,24,Other,Postgraduate,5.37,5.79,4.92,3.23,1.56,8.99,8.97,108,320,Yes,Yes,Excellent,96.54,60.33,1.13,64.55,69.18
1536,18,Other,Undergraduate,6.16,3.57,4.43,0.69,3.19,7.84,5.72,34,239,No,No,Excellent,73.8,1.03,34.3,6.44,81.22
1537,25,Male,High School,6.64,5.83,4.03,3.21,4.07,4.27,8.12,90,16,No,No,Poor,23.0,1.63,75.6,96.41,79.5
1538,24,Male,High School,4.34,3.8,2.56,3.35,2.64,4.22,7.8,20,377,No,Yes,Excellent,88.76,46.92,53.13,26.79,0.04
1539,20,Other,High School,6.35,0.57,3.94,5.14,0.15,7.19,7.98,74,76,Yes,No,Poor,10.2,34.36,56.58,60.17,94.99
1540,24,Other,Undergraduate,7.5,2.52,3.59,0.51,1.0,7.47,8.03,113,117,Yes,No,Average,45.37,1.28,42.14,70.76,72.52
1541,20,Male,Postgraduate,5.26,5.23,0.28,0.57,4.16,7.66,9.87,97,224,No,Yes,Excellent,88.61,76.2,92.47,26.03,89.56
1542,23,Male,Undergraduate,4.6,1.64,4.09,1.18,4.19,5.18,3.4,51,197,No,Yes,Poor,56.89,92.14,12.99,48.71,34.43
1543,25,Other,Postgraduate,3.64,1.49,3.04,4.12,0.72,4.53,8.04,54,39,No,Yes,Poor,22.4,34.04,61.13,46.24,86.06
1544,18,Female,High School,0.91,5.75,1.79,4.35,4.92,6.2,5.51,70,34,Yes,Yes,Excellent,44.61,72.34,16.63,43.57,16.65
1545,18,Male,Postgraduate,5.38,4.56,4.4,0.66,1.09,5.0,3.39,68,195,No,No,Average,86.5,53.77,32.86,5.28,25.95
1546,17,Male,Postgraduate,6.32,5.58,2.63,1.16,0.72,5.86,2.52,57,181,Yes,No,Excellent,48.62,46.58,79.64,37.13,2.27
1547,23,Female,Undergraduate,3.03,2.24,0.32,0.83,0.05,4.58,3.84,90,334,No,Yes,Poor,52.34,84.07,80.94,81.67,80.11
1548,20,Female,High School,1.16,2.6,2.89,2.92,4.29,8.81,6.4,75,187,No,Yes,Poor,95.63,92.41,80.75,66.78,93.95
1549,19,Other,High School,2.81,4.87,0.7,1.53,3.33,4.22,8.38,83,346,No,Yes,Average,20.78,87.91,64.58,46.04,48.51
1550,19,Male,Undergraduate,5.82,5.35,2.26,2.92,1.14,6.18,3.24,106,299,Yes,Yes,Good,95.09,12.56,18.94,91.3,99.97
1551,19,Female,Undergraduate,5.08,3.78,3.78,0.43,0.4,5.14,6.6,75,245,No,Yes,Good,23.97,21.15,48.72,21.79,9.91
1552,23,Male,High School,0.79,4.48,0.51,4.2,3.6,4.3,4.28,65,76,Yes,Yes,Average,50.97,25.64,74.78,58.01,68.6
1553,22,Female,Undergraduate,2.38,5.51,3.51,4.39,2.25,5.27,2.85,55,162,Yes,Yes,Excellent,80.98,85.83,28.04,91.87,31.96
1554,22,Male,Postgraduate,4.34,5.11,3.29,0.19,3.9,8.85,8.14,87,243,No,Yes,Excellent,2.81,23.29,99.44,56.12,53.11
1555,17,Other,Undergraduate,7.23,1.59,1.19,1.98,3.4,6.2,4.49,97,182,No,Yes,Excellent,26.3,50.7,43.43,33.92,24.4
1556,19,Female,High School,4.31,1.3,2.7,1.89,0.0,4.11,5.33,11,34,Yes,Yes,Poor,53.73,66.3,67.93,27.58,47.67
1557,23,Female,Postgraduate,6.56,1.15,3.19,2.76,4.49,8.14,8.67,39,280,No,No,Average,18.09,79.96,19.36,42.06,53.53
1558,19,Female,High School,7.34,3.3,1.43,3.54,2.58,7.03,6.97,90,193,No,No,Good,56.73,88.19,2.74,56.68,54.73
1559,22,Other,High School,6.59,5.61,4.45,2.1,0.59,4.95,2.44,80,355,Yes,Yes,Average,85.84,10.57,47.09,98.44,41.12
1560,20,Other,High School,3.17,5.51,1.9,5.61,1.7,5.81,5.2,77,310,No,Yes,Excellent,47.74,8.09,61.29,35.66,25.97
1561,25,Female,High School,2.29,1.86,0.84,0.46,2.99,8.23,9.29,114,298,No,No,Good,37.22,83.04,87.51,61.29,73.64
1562,22,Other,Postgraduate,1.15,5.79,0.83,2.1,4.67,6.01,2.42,42,253,Yes,No,Excellent,64.42,32.4,91.27,49.69,33.94
1563,25,Female,Undergraduate,7.11,4.46,4.65,5.85,1.83,6.58,2.94,2,374,Yes,Yes,Average,21.52,43.84,7.37,60.06,1.46
1564,22,Other,Undergraduate,2.06,3.64,3.99,0.87,3.85,6.05,3.4,75,179,No,Yes,Good,27.48,91.79,65.74,87.86,66.91
1565,22,Other,Undergraduate,3.52,0.66,4.63,2.32,4.28,4.55,3.96,26,1,No,No,Average,48.44,19.72,25.71,63.03,82.27
1566,19,Male,Postgraduate,5.77,3.37,4.57,3.55,2.85,6.11,3.97,39,198,No,Yes,Good,24.45,8.42,18.26,70.05,49.0
1567,22,Other,Postgraduate,4.45,1.2,1.23,3.3,1.69,4.18,8.18,29,4,No,Yes,Poor,22.18,40.75,63.62,72.08,47.15
1568,22,Other,High School,3.91,3.14,0.56,5.07,0.88,6.79,7.25,88,285,Yes,Yes,Average,22.82,39.49,69.88,7.98,33.91
1569,21,Other,Undergraduate,7.71,5.57,2.15,5.2,3.45,7.91,3.21,75,120,Yes,Yes,Poor,4.57,30.94,49.8,87.07,72.18
1570,21,Other,High School,6.79,2.41,2.9,2.04,1.46,7.46,3.03,109,98,Yes,Yes,Average,36.91,47.98,38.55,2.48,73.46
1571,18,Male,Postgraduate,5.16,1.29,1.52,5.0,3.84,6.07,7.69,82,257,No,Yes,Good,26.46,32.51,38.91,29.97,66.06
1572,21,Other,High School,5.66,0.97,3.06,2.11,2.93,6.65,4.74,33,210,No,No,Good,20.95,10.54,21.54,18.58,61.09
1573,21,Male,High School,2.64,5.42,0.29,2.83,3.13,8.4,7.46,67,151,Yes,Yes,Average,7.41,6.9,23.92,39.3,79.06
1574,21,Male,High School,1.1,5.1,0.23,0.37,1.1,6.43,6.61,62,79,Yes,Yes,Excellent,78.55,59.72,31.85,3.36,27.43
1575,19,Male,High School,2.02,5.03,3.0,2.86,4.12,6.4,2.44,76,91,No,No,Good,74.48,14.12,87.26,50.7,96.3
1576,19,Other,High School,5.08,3.06,1.59,1.67,1.91,8.83,3.75,31,334,No,No,Poor,81.06,19.94,70.31,43.02,31.62
1577,21,Other,Undergraduate,7.99,4.49,1.99,1.92,2.72,4.18,8.87,88,94,No,No,Average,92.0,50.13,71.96,92.63,5.52
1578,18,Female,Postgraduate,7.88,3.31,4.54,3.41,0.17,7.48,4.66,13,157,Yes,Yes,Poor,79.11,25.8,95.08,74.29,17.58
1579,19,Other,Postgraduate,4.23,1.67,3.91,5.94,3.16,5.88,4.02,32,176,Yes,No,Poor,24.88,82.18,14.95,1.81,23.14
1580,17,Female,Undergraduate,6.62,2.37,0.25,0.36,2.21,5.33,4.9,32,353,Yes,Yes,Average,42.36,34.94,57.02,78.97,85.18
1581,17,Male,Undergraduate,2.66,3.99,4.43,1.2,0.1,4.13,6.48,100,142,Yes,No,Excellent,49.94,69.44,58.77,15.71,72.97
1582,18,Male,Postgraduate,6.08,3.21,2.02,0.42,1.61,4.61,6.23,1,189,Yes,Yes,Good,55.1,16.02,99.15,19.2,13.24
1583,25,Female,Postgraduate,3.44,1.3,2.64,2.81,0.19,6.06,6.96,92,69,Yes,Yes,Good,92.98,82.71,15.73,95.62,40.84
1584,23,Male,High School,6.15,3.02,4.74,1.44,0.59,6.69,4.83,66,290,Yes,No,Excellent,78.98,67.93,51.28,23.55,42.96
1585,18,Female,Undergraduate,4.99,5.28,1.87,1.97,1.22,7.47,4.72,86,41,Yes,No,Excellent,99.79,4.55,50.83,95.81,34.22
1586,20,Other,Postgraduate,3.04,1.01,3.28,4.02,2.54,8.94,6.8,38,151,No,Yes,Average,83.75,73.06,59.06,23.96,12.35
1587,17,Other,High School,2.16,2.63,4.83,4.59,3.27,5.19,9.78,49,240,No,Yes,Average,41.39,86.63,58.63,47.35,89.82
1588,22,Female,Undergraduate,6.62,0.78,2.19,1.79,3.21,5.15,4.48,31,138,Yes,No,Good,5.08,47.09,50.52,64.27,47.99
1589,24,Other,Postgraduate,7.23,1.18,0.81,1.85,1.91,8.88,7.12,92,332,Yes,Yes,Poor,23.23,89.37,99.27,96.72,9.7
1590,24,Other,Postgraduate,6.11,5.37,0.53,4.64,0.43,6.35,5.55,67,64,No,Yes,Average,39.45,0.25,50.5,76.7,49.21
1591,25,Female,Postgraduate,2.04,3.96,3.89,1.83,2.17,5.12,5.33,71,139,No,Yes,Excellent,56.55,77.89,28.32,28.78,43.02
1592,17,Other,Postgraduate,0.63,0.88,4.71,0.86,2.88,6.28,5.46,54,231,No,Yes,Good,33.21,0.78,42.23,97.33,56.72
1593,21,Other,High School,1.61,1.72,3.02,5.82,4.69,8.85,2.35,27,8,No,Yes,Excellent,15.39,21.97,48.34,0.69,80.75
1594,22,Other,Undergraduate,4.39,5.45,3.66,2.78,4.02,6.4,6.38,118,373,No,No,Good,25.67,4.11,38.2,93.74,19.93
1595,21,Male,High School,7.37,2.58,3.38,2.98,2.58,8.95,2.29,56,264,No,Yes,Good,49.36,94.57,9.66,35.41,14.24
1596,17,Female,Undergraduate,2.22,2.63,1.73,4.5,3.94,6.23,9.75,79,375,No,Yes,Good,50.57,42.64,1.53,91.02,8.96
1597,22,Female,Postgraduate,3.68,5.04,1.93,4.51,1.89,6.39,5.21,11,180,No,Yes,Average,44.94,26.32,77.65,5.29,28.09
1598,24,Male,Undergraduate,7.59,0.63,4.43,0.71,4.64,6.1,8.79,18,70,No,Yes,Average,71.26,11.7,39.78,42.0,63.5
1599,19,Male,High School,7.88,1.87,4.3,2.67,3.73,7.28,3.31,40,133,Yes,Yes,Excellent,49.92,10.22,76.6,64.82,97.57
1600,18,Male,High School,1.72,1.89,1.32,1.94,4.6,6.22,4.82,21,88,No,No,Average,85.46,19.15,32.99,26.47,58.74
1601,23,Female,High School,2.75,3.24,2.66,3.51,3.28,5.99,4.44,42,326,No,Yes,Good,74.31,67.53,80.52,62.1,33.85
1602,20,Male,High School,4.66,2.35,3.0,3.28,0.1,6.64,5.04,96,81,No,No,Good,86.34,44.32,83.47,26.94,97.78
1603,19,Other,Postgraduate,0.71,4.01,0.78,4.41,4.08,7.34,8.32,1,327,No,No,Good,54.98,63.48,23.34,43.94,37.59
1604,24,Male,High School,4.58,4.74,3.67,5.79,2.0,4.23,7.0,31,12,No,Yes,Poor,63.66,95.62,27.53,31.14,23.03
1605,19,Male,Undergraduate,4.46,1.98,2.67,3.33,1.56,8.36,6.54,41,265,No,Yes,Excellent,23.83,28.48,49.03,77.71,41.33
1606,21,Male,High School,4.73,2.72,3.09,1.45,1.73,6.14,9.95,109,278,No,No,Excellent,39.39,92.84,79.14,66.06,97.92
1607,22,Female,Undergraduate,6.43,3.25,0.47,1.49,0.6,5.85,5.45,3,11,No,Yes,Poor,88.05,47.18,77.06,14.12,28.82
1608,19,Male,Undergraduate,5.24,2.27,0.67,0.31,0.75,5.47,4.73,37,6,No,Yes,Good,52.94,6.0,5.36,28.03,59.47
1609,19,Female,High School,1.09,5.57,2.8,3.47,1.52,4.01,7.06,70,330,Yes,Yes,Average,54.49,87.03,93.0,17.02,32.76
1610,19,Male,Undergraduate,2.58,3.35,4.15,1.74,1.41,7.94,6.53,27,80,Yes,Yes,Excellent,47.3,84.44,56.19,68.17,48.5
1611,17,Male,Postgraduate,5.12,1.11,4.88,2.19,1.15,5.55,8.57,11,97,No,Yes,Good,71.27,63.36,10.66,9.22,96.39
1612,23,Other,Undergraduate,7.35,5.83,2.86,4.62,0.95,4.77,9.74,12,233,Yes,No,Excellent,30.13,72.11,92.29,56.24,9.8
1613,25,Other,High School,7.37,4.09,2.99,4.97,1.21,8.12,5.1,93,280,No,Yes,Good,88.63,55.02,31.8,17.31,2.61
1614,17,Male,Postgraduate,7.18,3.76,4.64,3.02,4.33,6.17,3.97,117,234,No,Yes,Good,80.84,45.69,43.38,14.83,19.94
1615,21,Other,High School,0.56,4.77,1.94,2.38,3.69,8.68,7.2,82,46,No,No,Average,59.95,23.67,12.89,86.37,87.72
1616,25,Female,High School,6.28,5.55,1.51,5.97,2.0,5.73,2.32,118,296,Yes,Yes,Good,27.07,40.34,6.57,8.87,69.2
1617,19,Male,High School,2.36,2.44,3.52,5.07,1.15,4.58,6.31,18,246,No,No,Average,13.32,22.78,50.93,28.38,98.09
1618,22,Other,High School,6.51,3.4,2.52,4.0,3.86,6.69,5.25,92,300,Yes,Yes,Excellent,44.51,69.27,88.88,28.72,21.27
1619,23,Male,High School,6.42,5.46,1.5,0.94,0.59,4.5,3.4,105,150,Yes,Yes,Average,84.9,57.7,17.87,17.44,54.35
1620,25,Female,High School,2.44,3.53,2.81,2.61,3.42,8.78,8.05,44,48,Yes,Yes,Good,82.61,20.42,48.86,56.05,81.36
1621,20,Other,High School,6.65,0.76,3.34,1.84,3.8,7.33,3.21,66,248,Yes,No,Poor,68.53,13.39,59.35,84.94,81.32
1622,18,Male,Postgraduate,3.86,5.41,3.27,4.34,4.03,7.02,5.15,95,123,No,Yes,Good,47.77,61.66,62.37,98.86,88.32
1623,17,Male,Undergraduate,5.46,4.73,4.95,3.15,1.69,8.34,6.52,104,298,Yes,No,Average,91.3,70.47,81.31,27.12,31.98
1624,25,Other,Undergraduate,5.31,5.58,4.03,5.35,0.59,5.29,5.88,60,90,No,Yes,Excellent,86.63,60.48,13.67,25.15,54.26
1625,23,Female,Undergraduate,4.63,1.15,0.82,3.82,4.43,7.42,9.25,67,210,Yes,No,Average,74.91,60.25,90.2,60.52,18.42
1626,23,Other,Postgraduate,2.81,3.12,1.86,6.0,1.32,8.99,3.65,6,196,No,Yes,Poor,34.65,26.97,45.3,94.77,36.87
1627,22,Other,Postgraduate,7.25,3.83,2.63,4.71,0.91,7.86,5.04,51,212,No,No,Excellent,66.93,23.43,84.3,3.75,40.53
1628,19,Female,High School,3.05,2.3,1.05,4.14,3.19,6.7,4.21,22,186,Yes,Yes,Excellent,8.45,8.96,87.06,42.35,66.73
1629,24,Male,High School,6.38,2.34,4.0,0.52,3.14,4.75,7.72,12,172,Yes,No,Average,90.78,21.76,3.84,89.66,58.81
1630,23,Female,Postgraduate,5.8,0.86,1.45,4.34,0.13,4.36,2.74,43,391,No,Yes,Good,78.96,91.99,53.64,61.82,79.1
1631,21,Other,Postgraduate,0.52,1.73,1.62,3.5,3.62,5.72,2.76,54,20,No,No,Average,77.55,84.49,56.94,81.42,25.56
1632,22,Female,Postgraduate,1.09,4.76,1.47,0.64,2.52,7.71,5.96,29,148,Yes,Yes,Poor,18.39,96.86,49.38,52.08,14.33
1633,17,Male,Postgraduate,5.44,1.23,4.57,1.63,0.06,4.81,7.7,72,53,Yes,No,Average,35.81,6.75,21.41,99.04,48.46
1634,23,Other,Undergraduate,5.21,4.37,2.51,0.44,4.01,8.77,9.87,60,84,No,No,Good,42.99,81.71,22.89,57.06,39.56
1635,25,Male,Postgraduate,1.21,1.96,0.13,2.73,0.96,6.97,3.86,110,52,Yes,Yes,Good,53.72,95.88,24.06,85.01,19.71
1636,19,Female,Undergraduate,4.01,3.28,2.47,5.36,0.01,6.07,7.76,57,31,No,No,Poor,92.96,34.28,58.08,9.62,34.62
1637,17,Female,Postgraduate,7.7,1.66,0.36,1.31,0.62,4.02,5.61,81,159,Yes,Yes,Poor,26.55,0.26,57.93,86.45,44.22
1638,22,Male,Postgraduate,1.82,5.77,2.56,0.18,2.09,6.33,5.9,30,358,No,No,Excellent,80.64,71.77,62.48,52.13,27.41
1639,21,Female,High School,2.78,0.64,3.5,4.0,0.38,8.7,3.44,71,306,Yes,Yes,Excellent,89.0,81.7,13.11,68.17,81.63
1640,23,Male,High School,5.95,5.4,3.19,3.31,2.75,8.69,2.78,73,2,No,No,Average,91.31,80.46,86.8,65.04,16.04
1641,24,Male,High School,0.9,3.65,2.32,3.67,2.1,8.38,4.21,69,281,Yes,No,Good,66.15,70.31,85.7,71.9,67.34
1642,18,Male,Postgraduate,3.61,2.26,0.14,2.82,1.9,7.69,6.01,44,48,Yes,Yes,Excellent,23.41,48.69,25.13,26.36,53.33
1643,18,Other,Undergraduate,5.04,5.74,0.11,4.85,4.3,4.78,7.81,32,287,Yes,Yes,Average,34.49,79.4,8.06,71.49,52.59
1644,24,Male,High School,5.66,0.72,3.43,5.8,1.12,5.79,2.89,81,39,No,Yes,Excellent,27.24,42.05,73.06,96.86,36.72
1645,17,Male,Undergraduate,0.92,3.28,3.64,2.22,4.56,7.18,6.9,109,140,Yes,Yes,Poor,32.88,90.58,24.03,91.47,31.91
1646,17,Other,Undergraduate,0.99,2.4,0.43,3.79,4.48,6.25,4.92,19,276,Yes,Yes,Average,33.1,67.45,94.08,65.69,87.64
1647,21,Male,High School,7.18,3.44,4.49,2.8,2.99,4.73,3.11,75,332,No,No,Poor,44.16,0.08,44.02,51.81,38.94
1648,19,Female,Undergraduate,3.93,0.53,2.03,2.82,2.51,5.34,8.38,79,287,Yes,No,Average,32.09,73.9,36.61,70.26,85.55
1649,23,Female,High School,7.56,3.15,2.68,4.17,0.99,5.16,6.34,112,256,Yes,Yes,Excellent,41.33,97.48,26.76,39.42,97.94
1650,21,Female,Undergraduate,4.76,0.75,0.05,3.51,0.1,6.5,5.12,19,382,No,No,Good,63.4,76.5,61.33,33.87,65.36
1651,20,Other,High School,1.25,4.72,4.89,5.11,0.49,4.07,6.12,19,86,Yes,No,Good,15.79,4.78,24.54,68.47,18.15
1652,22,Female,Undergraduate,7.69,1.33,3.85,0.09,0.66,8.65,3.96,35,128,Yes,Yes,Poor,5.32,60.89,82.51,86.28,79.82
1653,22,Male,High School,1.6,4.71,4.36,4.56,4.05,5.72,4.84,51,104,No,Yes,Good,57.31,39.24,17.86,21.19,61.83
1654,18,Other,High School,0.92,3.0,2.16,3.19,3.34,6.85,2.27,41,337,No,No,Excellent,24.8,57.16,11.94,55.95,61.98
1655,18,Other,Postgraduate,4.72,3.73,0.38,1.31,4.53,6.01,4.13,93,77,Yes,Yes,Excellent,30.8,50.84,12.82,18.37,80.63
1656,21,Other,Undergraduate,7.34,4.92,3.93,3.85,3.85,5.45,3.75,95,324,Yes,Yes,Excellent,69.84,48.54,63.95,46.45,2.27
1657,22,Female,High School,5.6,3.31,0.77,2.94,1.42,6.27,9.18,33,356,No,Yes,Excellent,76.41,11.53,25.21,29.73,27.83
1658,22,Female,High School,2.41,4.58,0.31,4.87,0.88,6.5,3.01,3,148,No,No,Good,19.51,15.36,21.68,72.12,91.18
1659,25,Female,Postgraduate,1.28,2.11,2.37,1.71,1.64,8.77,2.14,113,165,Yes,No,Poor,22.27,83.29,97.69,37.56,88.33
1660,18,Other,Postgraduate,5.87,5.64,0.36,4.92,4.77,7.87,6.8,10,5,No,Yes,Average,59.09,5.01,39.7,93.66,24.02
1661,23,Other,Undergraduate,4.37,0.77,1.55,1.38,4.82,4.06,6.53,11,212,Yes,No,Excellent,25.02,82.44,3.37,98.97,40.0
1662,21,Other,Postgraduate,1.44,2.5,3.16,0.02,0.24,8.86,3.25,24,399,Yes,No,Poor,24.98,59.81,86.39,67.47,24.78
1663,24,Other,High School,3.65,0.91,0.37,4.43,4.37,5.09,9.64,114,317,Yes,No,Good,1.72,30.89,38.43,26.46,10.62
1664,21,Other,High School,3.15,5.08,0.47,3.13,0.09,7.99,3.7,71,41,No,No,Poor,88.99,72.95,10.16,20.36,63.95
